,SYMBOL,Gene,Feature
4296,GRIPAP1,ENSG00000068400,ENST00000593475
4297,GRIPAP1,ENSG00000068400,ENST00000611705
4298,GRIPAP1,ENSG00000068400,ENST00000480041
4299,GRIPAP1,ENSG00000068400,ENST00000617369
4300,GRIPAP1,ENSG00000068400,ENST00000611757
4301,GRIPAP1,ENSG00000068400,ENST00000622231
4302,GRIPAP1,ENSG00000068400,ENST00000376423
4303,GRIPAP1,ENSG00000068400,ENST00000495258
4304,GRIPAP1,ENSG00000068400,ENST00000621664
4305,GRIPAP1,ENSG00000068400,ENST00000622599
4306,CACNA1F,ENSG00000102001,ENST00000323022
4307,CACNA1F,ENSG00000102001,ENST00000376265
4308,CACNA1F,ENSG00000102001,ENST00000376251
4309,GAGE2E,ENSG00000275113,ENST00000621907
4310,,,ENSR00001736569
4311,,,ENSR00002135292
4312,RIBC1,ENSG00000158423,ENST00000490702
4313,HSD17B10,ENSG00000072506,ENST00000168216
4314,RIBC1,ENSG00000158423,ENST00000457095
4315,RIBC1,ENSG00000158423,ENST00000414955
4316,HSD17B10,ENSG00000072506,ENST00000375304
4317,HSD17B10,ENSG00000072506,ENST00000477706
4318,HSD17B10,ENSG00000072506,ENST00000495986
4319,RIBC1,ENSG00000158423,ENST00000329209
4320,HSD17B10,ENSG00000072506,ENST00000375298
4321,RP3-339A18.6,ENSG00000233250,ENST00000418049
4322,RIBC1,ENSG00000158423,ENST00000375327
4323,EEF1A1P15,ENSG00000213704,ENST00000395772
4324,Z83819.1,ENSG00000275220,ENST00000616672
4325,HNRNPA1P27,ENSG00000233680,ENST00000412087
4326,TEX13A,ENSG00000268629,ENST00000609007
4327,IL1RAPL2,ENSG00000189108,ENST00000372582
4328,TEX13A,ENSG00000268629,ENST00000600991
4329,SERPINA7,ENSG00000123561,ENST00000372563
4330,SERPINA7,ENSG00000123561,ENST00000327674
4331,SERPINA7,ENSG00000123561,ENST00000487487
4332,,,
4333,NKAPP1,ENSG00000233382,ENST00000555168
4334,SFR1P1,ENSG00000227541,ENST00000403720
4335,NKAPP1,ENSG00000233382,ENST00000554109
4336,,,ENSR00002139330
4337,RP11-41L14.1,ENSG00000234592,ENST00000458202
4338,DDX26B,ENSG00000165359,ENST00000370752
4339,DDX26B-AS1,ENSG00000225235,ENST00000430820
4340,DDX26B,ENSG00000165359,ENST00000493637
4341,DDX26B,ENSG00000165359,ENST00000481908
4342,,,ENSR00002140562
4343,ADGRG4,ENSG00000156920,ENST00000394141
4344,ADGRG4,ENSG00000156920,ENST00000370652
4345,ADGRG4,ENSG00000156920,ENST00000394143
4346,GS1-256O22.5,ENSG00000227303,ENST00000431432
4347,SPANXN3,ENSG00000189252,ENST00000370503
4348,LINC00850,ENSG00000280752,ENST00000629221
4349,,,ENSR00002141318
4350,,,ENSR00001492170
4351,,,
4352,L1CAM,ENSG00000198910,ENST00000474853
4353,L1CAM,ENSG00000198910,ENST00000496122
4354,L1CAM,ENSG00000198910,ENST00000361981
4355,L1CAM,ENSG00000198910,ENST00000455590
4356,L1CAM,ENSG00000198910,ENST00000370060
4357,L1CAM,ENSG00000198910,ENST00000370055
4358,L1CAM,ENSG00000198910,ENST00000370058
4359,L1CAM,ENSG00000198910,ENST00000491983
4360,L1CAM,ENSG00000198910,ENST00000484652
4361,L1CAM,ENSG00000198910,ENST00000361699
4362,RENBP,ENSG00000102032,ENST00000451114
4363,HCFC1,ENSG00000172534,ENST00000310441
4364,RENBP,ENSG00000102032,ENST00000462086
4365,RENBP,ENSG00000102032,ENST00000393700
4366,RENBP,ENSG00000102032,ENST00000457282
4367,RENBP,ENSG00000102032,ENST00000471056
4368,RENBP,ENSG00000102032,ENST00000369997
4369,RENBP,ENSG00000102032,ENST00000442361
4370,RENBP,ENSG00000102032,ENST00000464227
4371,RENBP,ENSG00000102032,ENST00000475904
4372,HCFC1,ENSG00000172534,ENST00000369984
4373,HCFC1,ENSG00000172534,ENST00000444191
4374,RENBP,ENSG00000102032,ENST00000423624
4375,,,ENSR00002141771
4376,RPL10,ENSG00000147403,ENST00000467168
4377,DNASE1L1,ENSG00000013563,ENST00000412184
4378,RPL10,ENSG00000147403,ENST00000485196
4379,DNASE1L1,ENSG00000013563,ENST00000497242
4380,RPL10,ENSG00000147403,ENST00000491035
4381,RPL10,ENSG00000147403,ENST00000428169
4382,RPL10,ENSG00000147403,ENST00000427682
4383,RPL10,ENSG00000147403,ENST00000618723
4384,DNASE1L1,ENSG00000013563,ENST00000447892
4385,SNORA70,ENSG00000207165,ENST00000384436
4386,RPL10,ENSG00000147403,ENST00000482732
4387,DNASE1L1,ENSG00000013563,ENST00000309585
4388,DNASE1L1,ENSG00000013563,ENST00000014935
4389,RPL10,ENSG00000147403,ENST00000449494
4390,DNASE1L1,ENSG00000013563,ENST00000424626
4391,RPL10,ENSG00000147403,ENST00000458500
4392,RPL10,ENSG00000147403,ENST00000451365
4393,DNASE1L1,ENSG00000013563,ENST00000369808
4394,RPL10,ENSG00000147403,ENST00000424325
4395,RPL10,ENSG00000147403,ENST00000369817
4396,DNASE1L1,ENSG00000013563,ENST00000393638
4397,DNASE1L1,ENSG00000013563,ENST00000369809
4398,RPL10,ENSG00000147403,ENST00000436473
4399,RPL10,ENSG00000147403,ENST00000492572
4400,RPL10,ENSG00000147403,ENST00000489200
4401,DNASE1L1,ENSG00000013563,ENST00000432135
4402,DNASE1L1,ENSG00000013563,ENST00000451865
4403,RPL10,ENSG00000147403,ENST00000344746
4404,RPL10,ENSG00000147403,ENST00000406022
4405,DNASE1L1,ENSG00000013563,ENST00000369807
4406,CTBP2P1,ENSG00000235857,ENST00000431853
4407,,,
4408,,,
4409,,,
4410,,,
4411,FO538757.2,ENSG00000279457,ENST00000623083
4412,FO538757.2,ENSG00000279457,ENST00000624735
4413,MIR6859-4,ENSG00000273874,ENST00000612080
4414,FO538757.3,ENSG00000279928,ENST00000624431
4415,FO538757.2,ENSG00000279457,ENST00000623834
4416,,,ENSR00001576089
4417,CROCCP2,ENSG00000215908,ENST00000412962
4418,RP5-1182A14.5,ENSG00000271732,ENST00000607700
4419,,,ENSR00001743201
4420,CROCCP2,ENSG00000215908,ENST00000362058
4421,CROCCP2,ENSG00000215908,ENST00000412962
4422,,,ENSR00001743202
4423,CROCCP2,ENSG00000215908,ENST00000362058
4424,MST1P2,ENSG00000186301,ENST00000457982
4425,,,ENSR00001743209
4426,MST1P2,ENSG00000186301,ENST00000457982
4427,CROCCP2,ENSG00000215908,ENST00000362058
4428,MST1P2,ENSG00000186301,ENST00000457982
4429,CROCCP2,ENSG00000215908,ENST00000362058
4430,,,ENSR00000669076
4431,CROCC,ENSG00000058453,ENST00000467938
4432,CROCC,ENSG00000058453,ENST00000375541
4433,CROCC,ENSG00000058453,ENST00000486318
4434,CROCC,ENSG00000058453,ENST00000492631
4435,CROCC,ENSG00000058453,ENST00000467715
4436,CROCC,ENSG00000058453,ENST00000494191
4437,CROCC,ENSG00000058453,ENST00000445545
4438,CROCC,ENSG00000058453,ENST00000466256
4439,PADI2,ENSG00000117115,ENST00000375486
4440,PADI2,ENSG00000117115,ENST00000466151
4441,PADI2,ENSG00000117115,ENST00000479534
4442,ALDH4A1,ENSG00000159423,ENST00000538309
4443,ALDH4A1,ENSG00000159423,ENST00000290597
4444,ALDH4A1,ENSG00000159423,ENST00000538839
4445,RP13-279N23.2,ENSG00000255275,ENST00000494072
4446,ALDH4A1,ENSG00000159423,ENST00000375341
4447,HSPG2,ENSG00000142798,ENST00000374695
4448,HSPG2,ENSG00000142798,ENST00000471322
4449,HSPG2,ENSG00000142798,ENST00000426143
4450,HSPG2,ENSG00000142798,ENST00000374676
4451,PAFAH2,ENSG00000158006,ENST00000374282
4452,PAFAH2,ENSG00000158006,ENST00000464540
4453,PAFAH2,ENSG00000158006,ENST00000439092
4454,PAFAH2,ENSG00000158006,ENST00000493892
4455,PAFAH2,ENSG00000158006,ENST00000374284
4456,PAFAH2,ENSG00000158006,ENST00000441420
4457,,,ENSR00001745235
4458,RPS6KA1,ENSG00000117676,ENST00000374168
4459,RPS6KA1,ENSG00000117676,ENST00000531113
4460,RPS6KA1,ENSG00000117676,ENST00000403732
4461,RPS6KA1,ENSG00000117676,ENST00000530003
4462,RPS6KA1,ENSG00000117676,ENST00000530305
4463,RPS6KA1,ENSG00000117676,ENST00000526792
4464,RPS6KA1,ENSG00000117676,ENST00000531382
4465,RPS6KA1,ENSG00000117676,ENST00000374166
4466,RPS6KA1,ENSG00000117676,ENST00000438977
4467,RPS6KA1,ENSG00000117676,ENST00000374163
4468,SNRPEP7,ENSG00000225990,ENST00000438350
4469,NPM1P39,ENSG00000225159,ENST00000449818
4470,RP11-288L9.4,ENSG00000225886,ENST00000626608
4471,IFI6,ENSG00000126709,ENST00000362020
4472,IFI6,ENSG00000126709,ENST00000361157
4473,RP11-288L9.4,ENSG00000225886,ENST00000628584
4474,IFI6,ENSG00000126709,ENST00000339145
4475,RP11-288L9.4,ENSG00000225886,ENST00000430683
4476,RP11-288L9.4,ENSG00000225886,ENST00000625232
4477,RP11-288L9.4,ENSG00000225886,ENST00000628586
4478,RP11-288L9.4,ENSG00000225886,ENST00000629895
4479,RPA2,ENSG00000117748,ENST00000373909
4480,RPA2,ENSG00000117748,ENST00000313433
4481,RPA2,ENSG00000117748,ENST00000373912
4482,RPA2,ENSG00000117748,ENST00000444045
4483,,,ENSR00001745638
4484,,,
4485,,,
4486,MAP7D1,ENSG00000116871,ENST00000429533
4487,MAP7D1,ENSG00000116871,ENST00000462118
4488,MAP7D1,ENSG00000116871,ENST00000474796
4489,MAP7D1,ENSG00000116871,ENST00000530729
4490,MAP7D1,ENSG00000116871,ENST00000373150
4491,MAP7D1,ENSG00000116871,ENST00000532131
4492,MAP7D1,ENSG00000116871,ENST00000527764
4493,MAP7D1,ENSG00000116871,ENST00000373151
4494,MAP7D1,ENSG00000116871,ENST00000373148
4495,MAP7D1,ENSG00000116871,ENST00000530975
4496,MAP7D1,ENSG00000116871,ENST00000487131
4497,MAP7D1,ENSG00000116871,ENST00000487114
4498,MAP7D1,ENSG00000116871,ENST00000316156
4499,,,ENSR00001747091
4500,YRDC,ENSG00000196449,ENST00000373044
4501,C1orf122,ENSG00000197982,ENST00000419397
4502,C1orf122,ENSG00000197982,ENST00000373043
4503,MTF1,ENSG00000188786,ENST00000373036
4504,C1orf122,ENSG00000197982,ENST00000468084
4505,C1orf122,ENSG00000197982,ENST00000373042
4506,RP5-884C9.2,ENSG00000224592,ENST00000432922
4507,RP5-884C9.2,ENSG00000224592,ENST00000428151
4508,PPT1,ENSG00000131238,ENST00000433473
4509,PPT1,ENSG00000131238,ENST00000449045
4510,PPT1,ENSG00000131238,ENST00000439754
4511,PPT1,ENSG00000131238,ENST00000527311
4512,PPT1,ENSG00000131238,ENST00000372779
4513,PPT1,ENSG00000131238,ENST00000529905
4514,PPT1,ENSG00000131238,ENST00000530076
4515,PPT1,ENSG00000131238,ENST00000530704
4516,PPT1,ENSG00000131238,ENST00000526547
4517,,,ENSR00000669744
4518,,,ENSR00001747783
4519,SZT2,ENSG00000198198,ENST00000470139
4520,SZT2,ENSG00000198198,ENST00000478140
4521,SZT2,ENSG00000198198,ENST00000562955
4522,PTPRF,ENSG00000142949,ENST00000359947
4523,PTPRF,ENSG00000142949,ENST00000467464
4524,PTPRF,ENSG00000142949,ENST00000429895
4525,PTPRF,ENSG00000142949,ENST00000412568
4526,PTPRF,ENSG00000142949,ENST00000438120
4527,PTPRF,ENSG00000142949,ENST00000414879
4528,PTPRF,ENSG00000142949,ENST00000414879
4529,PTPRF,ENSG00000142949,ENST00000477970
4530,PTPRF,ENSG00000142949,ENST00000496447
4531,PTPRF,ENSG00000142949,ENST00000429895
4532,PTPRF,ENSG00000142949,ENST00000412568
4533,PTPRF,ENSG00000142949,ENST00000438120
4534,PTPRF,ENSG00000142949,ENST00000359947
4535,PTPRF,ENSG00000142949,ENST00000372407
4536,PTPRF,ENSG00000142949,ENST00000438120
4537,PTPRF,ENSG00000142949,ENST00000359947
4538,PTPRF,ENSG00000142949,ENST00000372407
4539,PTPRF,ENSG00000142949,ENST00000414879
4540,PTPRF,ENSG00000142949,ENST00000477970
4541,PTPRF,ENSG00000142949,ENST00000429895
4542,PTPRF,ENSG00000142949,ENST00000412568
4543,PTPRF,ENSG00000142949,ENST00000496447
4544,PTPRF,ENSG00000142949,ENST00000414879
4545,PTPRF,ENSG00000142949,ENST00000477970
4546,PTPRF,ENSG00000142949,ENST00000496447
4547,PTPRF,ENSG00000142949,ENST00000429895
4548,PTPRF,ENSG00000142949,ENST00000412568
4549,PTPRF,ENSG00000142949,ENST00000438120
4550,PTPRF,ENSG00000142949,ENST00000359947
4551,PTPRF,ENSG00000142949,ENST00000372407
4552,ORC1,ENSG00000085840,ENST00000371568
4553,CC2D1B,ENSG00000154222,ENST00000371586
4554,CC2D1B,ENSG00000154222,ENST00000284376
4555,PLA2G12AP1,ENSG00000224680,ENST00000497678
4556,ORC1,ENSG00000085840,ENST00000371566
4557,CC2D1B,ENSG00000154222,ENST00000491136
4558,CC2D1B,ENSG00000154222,ENST00000284376
4559,CC2D1B,ENSG00000154222,ENST00000371586
4560,ORC1,ENSG00000085840,ENST00000371568
4561,ORC1,ENSG00000085840,ENST00000371566
4562,CC2D1B,ENSG00000154222,ENST00000491136
4563,PLA2G12AP1,ENSG00000224680,ENST00000497678
4564,CELSR2,ENSG00000143126,ENST00000498157
4565,CELSR2,ENSG00000143126,ENST00000489018
4566,CELSR2,ENSG00000143126,ENST00000271332
4567,CELSR2,ENSG00000143126,ENST00000459940
4568,PHGDH,ENSG00000092621,ENST00000369409
4569,PHGDH,ENSG00000092621,ENST00000462324
4570,PHGDH,ENSG00000092621,ENST00000493622
4571,PHGDH,ENSG00000092621,ENST00000369407
4572,PHGDH,ENSG00000092621,ENST00000496756
4573,,,ENSR00001759321
4574,HIST2H3DP1,ENSG00000213244,ENST00000401004
4575,HIST2H2BA,ENSG00000223345,ENST00000430394
4576,RP11-439A17.10,ENSG00000234998,ENST00000426275
4577,HIST2H2BA,ENSG00000223345,ENST00000412169
4578,RP11-439A17.4,ENSG00000227193,ENST00000427872
4579,,,ENSR00001759596
4580,,,ENSR00001759711
4581,,,ENSR00001585518
4582,,,
4583,PEX11B,ENSG00000131779,ENST00000428634
4584,ITGA10,ENSG00000143127,ENST00000369304
4585,PEX11B,ENSG00000131779,ENST00000369306
4586,ITGA10,ENSG00000143127,ENST00000539363
4587,PEX11B,ENSG00000131779,ENST00000537888
4588,ITGA10,ENSG00000143127,ENST00000468261
4589,,,ENSR00001524427
4590,,,ENSR00001760129
4591,RP11-337C18.8,ENSG00000237188,ENST00000607149
4592,PRKAB2,ENSG00000131791,ENST00000474939
4593,RP11-337C18.8,ENSG00000237188,ENST00000440377
4594,FMO5,ENSG00000131781,ENST00000527849
4595,RP11-337C18.8,ENSG00000237188,ENST00000606757
4596,RP11-337C18.9,ENSG00000271721,ENST00000606152
4597,PRKAB2,ENSG00000131791,ENST00000254101
4598,RP11-337C18.10,ENSG00000273071,ENST00000606856
4599,,,ENSR00001760358
4600,CELF3,ENSG00000159409,ENST00000420342
4601,CELF3,ENSG00000159409,ENST00000478829
4602,CELF3,ENSG00000159409,ENST00000290583
4603,CELF3,ENSG00000159409,ENST00000290585
4604,CELF3,ENSG00000159409,ENST00000470688
4605,CELF3,ENSG00000159409,ENST00000419910
4606,CELF3,ENSG00000159409,ENST00000479893
4607,RIIAD1,ENSG00000178796,ENST00000326413
4608,RP11-98D18.1,ENSG00000227045,ENST00000457548
4609,CELF3,ENSG00000159409,ENST00000420342
4610,CELF3,ENSG00000159409,ENST00000478829
4611,CELF3,ENSG00000159409,ENST00000290583
4612,CELF3,ENSG00000159409,ENST00000290585
4613,CELF3,ENSG00000159409,ENST00000470688
4614,CELF3,ENSG00000159409,ENST00000419910
4615,CELF3,ENSG00000159409,ENST00000479893
4616,RIIAD1,ENSG00000178796,ENST00000326413
4617,RP11-98D18.1,ENSG00000227045,ENST00000457548
4618,INTS3,ENSG00000143624,ENST00000476843
4619,INTS3,ENSG00000143624,ENST00000512605
4620,INTS3,ENSG00000143624,ENST00000480659
4621,INTS3,ENSG00000143624,ENST00000481797
4622,INTS3,ENSG00000143624,ENST00000368669
4623,INTS3,ENSG00000143624,ENST00000318967
4624,INTS3,ENSG00000143624,ENST00000368670
4625,INTS3,ENSG00000143624,ENST00000503133
4626,INTS3,ENSG00000143624,ENST00000435409
4627,INTS3,ENSG00000143624,ENST00000491790
4628,INTS3,ENSG00000143624,ENST00000503133
4629,INTS3,ENSG00000143624,ENST00000435409
4630,SLC27A3,ENSG00000143554,ENST00000468403
4631,SLC27A3,ENSG00000143554,ENST00000483574
4632,INTS3,ENSG00000143624,ENST00000318967
4633,INTS3,ENSG00000143624,ENST00000368669
4634,INTS3,ENSG00000143624,ENST00000512605
4635,SLC27A3,ENSG00000143554,ENST00000368661
4636,AL513523.2,ENSG00000279767,ENST00000623024
4637,INTS3,ENSG00000143624,ENST00000368670
4638,INTS3,ENSG00000143624,ENST00000624515
4639,SLC27A3,ENSG00000143554,ENST00000271857
4640,INTS3,ENSG00000143624,ENST00000481797
4641,INTS3,ENSG00000143624,ENST00000476843
4642,SLC27A3,ENSG00000143554,ENST00000484014
4643,SLC27A3,ENSG00000143554,ENST00000624995
4644,,,ENSR00001761493
4645,PEAR1,ENSG00000187800,ENST00000465101
4646,PEAR1,ENSG00000187800,ENST00000292357
4647,PEAR1,ENSG00000187800,ENST00000482505
4648,PEAR1,ENSG00000187800,ENST00000469390
4649,PEAR1,ENSG00000187800,ENST00000338302
4650,,,ENSR00001762164
4651,RP11-367J7.4,ENSG00000231700,ENST00000435919
4652,IFI16,ENSG00000163565,ENST00000566111
4653,,,ENSR00001762502
4654,OR10J8P,ENSG00000251686,ENST00000504659
4655,RP11-550P17.5,ENSG00000228560,ENST00000431862
4656,NCSTN,ENSG00000162736,ENST00000424645
4657,NCSTN,ENSG00000162736,ENST00000424754
4658,NCSTN,ENSG00000162736,ENST00000491390
4659,NCSTN,ENSG00000162736,ENST00000437169
4660,NCSTN,ENSG00000162736,ENST00000469159
4661,NCSTN,ENSG00000162736,ENST00000435149
4662,NCSTN,ENSG00000162736,ENST00000467837
4663,NCSTN,ENSG00000162736,ENST00000368063
4664,NCSTN,ENSG00000162736,ENST00000459963
4665,NCSTN,ENSG00000162736,ENST00000294785
4666,NCSTN,ENSG00000162736,ENST00000438008
4667,NCSTN,ENSG00000162736,ENST00000491332
4668,NCSTN,ENSG00000162736,ENST00000421914
4669,,,ENSR00001762755
4670,FAM78B,ENSG00000188859,ENST00000354422
4671,FAM78B,ENSG00000188859,ENST00000435676
4672,FAM78B,ENSG00000188859,ENST00000338353
4673,FAM78B,ENSG00000188859,ENST00000456900
4674,FAM78B,ENSG00000188859,ENST00000441649
4675,TNR,ENSG00000116147,ENST00000263525
4676,TNR,ENSG00000116147,ENST00000367674
4677,TNR,ENSG00000116147,ENST00000422274
4678,RFWD2,ENSG00000143207,ENST00000498306
4679,RFWD2,ENSG00000143207,ENST00000367669
4680,RFWD2,ENSG00000143207,ENST00000367667
4681,RFWD2,ENSG00000143207,ENST00000491600
4682,RFWD2,ENSG00000143207,ENST00000459744
4683,RFWD2,ENSG00000143207,ENST00000367666
4684,RFWD2,ENSG00000143207,ENST00000474194
4685,RFWD2,ENSG00000143207,ENST00000308769
4686,RP1-35C21.2,ENSG00000227579,ENST00000438575
4687,RP1-35C21.2,ENSG00000227579,ENST00000458070
4688,RP11-545A16.4,ENSG00000261060,ENST00000567150
4689,TDRD5,ENSG00000162782,ENST00000444136
4690,TDRD5,ENSG00000162782,ENST00000294848
4691,TDRD5,ENSG00000162782,ENST00000367614
4692,RP11-545A16.3,ENSG00000227141,ENST00000427215
4693,RGSL1,ENSG00000121446,ENST00000415960
4694,RGSL1,ENSG00000121446,ENST00000443996
4695,RGSL1,ENSG00000121446,ENST00000436031
4696,RGSL1,ENSG00000121446,ENST00000294854
4697,LAMC2,ENSG00000058085,ENST00000264144
4698,LAMC2,ENSG00000058085,ENST00000493293
4699,,,ENSR00000548951
4700,SNRPE,ENSG00000182004,ENST00000469451
4701,SNRPE,ENSG00000182004,ENST00000483099
4702,SNRPE,ENSG00000182004,ENST00000367208
4703,KRT8P29,ENSG00000236430,ENST00000420409
4704,SNRPE,ENSG00000182004,ENST00000414487
4705,SNRPE,ENSG00000182004,ENST00000475035
4706,SNRPE,ENSG00000182004,ENST00000470492
4707,CDK18,ENSG00000117266,ENST00000489617
4708,CDK18,ENSG00000117266,ENST00000506215
4709,CDK18,ENSG00000117266,ENST00000506489
4710,CDK18,ENSG00000117266,ENST00000476153
4711,CDK18,ENSG00000117266,ENST00000515494
4712,CDK18,ENSG00000117266,ENST00000360066
4713,CDK18,ENSG00000117266,ENST00000478560
4714,CDK18,ENSG00000117266,ENST00000515514
4715,CDK18,ENSG00000117266,ENST00000506784
4716,CDK18,ENSG00000117266,ENST00000462976
4717,CDK18,ENSG00000117266,ENST00000468954
4718,CDK18,ENSG00000117266,ENST00000504162
4719,CDK18,ENSG00000117266,ENST00000507240
4720,CDK18,ENSG00000117266,ENST00000443813
4721,CDK18,ENSG00000117266,ENST00000512008
4722,CDK18,ENSG00000117266,ENST00000429964
4723,CDK18,ENSG00000117266,ENST00000505932
4724,CDK18,ENSG00000117266,ENST00000419301
4725,CDK18,ENSG00000117266,ENST00000512922
4726,CDK18,ENSG00000117266,ENST00000504648
4727,CDK18,ENSG00000117266,ENST00000459862
4728,CDK18,ENSG00000117266,ENST00000507067
4729,CDK18,ENSG00000117266,ENST00000484080
4730,TGFB2,ENSG00000092969,ENST00000488793
4731,TGFB2,ENSG00000092969,ENST00000366930
4732,TGFB2,ENSG00000092969,ENST00000366929
4733,OBSCN,ENSG00000154358,ENST00000602832
4734,RP5-1139B12.4,ENSG00000270110,ENST00000602778
4735,OBSCN,ENSG00000154358,ENST00000284548
4736,OBSCN,ENSG00000154358,ENST00000422127
4737,OBSCN,ENSG00000154358,ENST00000483539
4738,OBSCN,ENSG00000154358,ENST00000366707
4739,OBSCN,ENSG00000154358,ENST00000602685
4740,OBSCN,ENSG00000154358,ENST00000570156
4741,CAPN9,ENSG00000135773,ENST00000354537
4742,CAPN9,ENSG00000135773,ENST00000366666
4743,RP11-99J16__A.2,ENSG00000244137,ENST00000412344
4744,CAPN9,ENSG00000135773,ENST00000271971
4745,RYR2,ENSG00000198626,ENST00000366574
4746,RYR2,ENSG00000198626,ENST00000360064
4747,RYR2,ENSG00000198626,ENST00000609119
4748,,,ENSR00001774873
4749,RYR2,ENSG00000198626,ENST00000366574
4750,RYR2,ENSG00000198626,ENST00000360064
4751,RYR2,ENSG00000198626,ENST00000608590
4752,AC062028.1,ENSG00000145063,ENST00000536743
4753,AC062028.1,ENSG00000145063,ENST00000544306
4754,DRC1,ENSG00000157856,ENST00000288710
4755,DRC1,ENSG00000157856,ENST00000483675
4756,DRC1,ENSG00000157856,ENST00000421869
4757,DRC1,ENSG00000157856,ENST00000442810
4758,PLB1,ENSG00000163803,ENST00000422425
4759,PLB1,ENSG00000163803,ENST00000416713
4760,PLB1,ENSG00000163803,ENST00000327757
4761,PLB1,ENSG00000163803,ENST00000404858
4762,GALNT14,ENSG00000158089,ENST00000475320
4763,GALNT14,ENSG00000158089,ENST00000455477
4764,GALNT14,ENSG00000158089,ENST00000406653
4765,GALNT14,ENSG00000158089,ENST00000349752
4766,GALNT14,ENSG00000158089,ENST00000486564
4767,GALNT14,ENSG00000158089,ENST00000430167
4768,GALNT14,ENSG00000158089,ENST00000324589
4769,,,ENSR00001922199
4770,PTCD3,ENSG00000132300,ENST00000409326
4771,PTCD3,ENSG00000132300,ENST00000488801
4772,POLR1A,ENSG00000068654,ENST00000263857
4773,PTCD3,ENSG00000132300,ENST00000409783
4774,POLR1A,ENSG00000068654,ENST00000409681
4775,PTCD3,ENSG00000132300,ENST00000254630
4776,PTCD3,ENSG00000132300,ENST00000627371
4777,PTCD3,ENSG00000132300,ENST00000483925
4778,PTCD3,ENSG00000132300,ENST00000418628
4779,PTCD3,ENSG00000132300,ENST00000465560
4780,PTCD3,ENSG00000132300,ENST00000473829
4781,,,
4782,EPB41L5,ENSG00000115109,ENST00000443902
4783,EPB41L5,ENSG00000115109,ENST00000452780
4784,EPB41L5,ENSG00000115109,ENST00000263713
4785,EPB41L5,ENSG00000115109,ENST00000488691
4786,,,ENSR00000597417
4787,BIN1,ENSG00000136717,ENST00000348750
4788,BIN1,ENSG00000136717,ENST00000393041
4789,BIN1,ENSG00000136717,ENST00000376113
4790,BIN1,ENSG00000136717,ENST00000352848
4791,BIN1,ENSG00000136717,ENST00000393040
4792,BIN1,ENSG00000136717,ENST00000462958
4793,BIN1,ENSG00000136717,ENST00000259238
4794,BIN1,ENSG00000136717,ENST00000484253
4795,BIN1,ENSG00000136717,ENST00000346226
4796,BIN1,ENSG00000136717,ENST00000357970
4797,BIN1,ENSG00000136717,ENST00000316724
4798,BIN1,ENSG00000136717,ENST00000351659
4799,BIN1,ENSG00000136717,ENST00000466111
4800,BIN1,ENSG00000136717,ENST00000409400
4801,SMPD4,ENSG00000136699,ENST00000351288
4802,SMPD4,ENSG00000136699,ENST00000461187
4803,SMPD4,ENSG00000136699,ENST00000473720
4804,SMPD4,ENSG00000136699,ENST00000451542
4805,SMPD4,ENSG00000136699,ENST00000412570
4806,SMPD4,ENSG00000136699,ENST00000491128
4807,SMPD4,ENSG00000136699,ENST00000435455
4808,SMPD4,ENSG00000136699,ENST00000439029
4809,SMPD4,ENSG00000136699,ENST00000431183
4810,SMPD4,ENSG00000136699,ENST00000449159
4811,SMPD4,ENSG00000136699,ENST00000430682
4812,SMPD4,ENSG00000136699,ENST00000454468
4813,SMPD4,ENSG00000136699,ENST00000409031
4814,SMPD4,ENSG00000136699,ENST00000439886
4815,SMPD4,ENSG00000136699,ENST00000433118
4816,SMPD4,ENSG00000136699,ENST00000491319
4817,SMPD4,ENSG00000136699,ENST00000457039
4818,SMPD4,ENSG00000136699,ENST00000455548
4819,SMPD4,ENSG00000136699,ENST00000482171
4820,ARHGEF4,ENSG00000136002,ENST00000428230
4821,ARHGEF4,ENSG00000136002,ENST00000438985
4822,ARHGEF4,ENSG00000136002,ENST00000392953
4823,ARHGEF4,ENSG00000136002,ENST00000326016
4824,ARHGEF4,ENSG00000136002,ENST00000525839
4825,ARHGEF4,ENSG00000136002,ENST00000409359
4826,ARHGEF4,ENSG00000136002,ENST00000611048
4827,,,ENSR00000015929
4828,RAB3GAP1,ENSG00000115839,ENST00000539493
4829,RAB3GAP1,ENSG00000115839,ENST00000264158
4830,RAB3GAP1,ENSG00000115839,ENST00000487003
4831,RAB3GAP1,ENSG00000115839,ENST00000442034
4832,,,
4833,METAP1D,ENSG00000172878,ENST00000392582
4834,METAP1D,ENSG00000172878,ENST00000493035
4835,METAP1D,ENSG00000172878,ENST00000488581
4836,METAP1D,ENSG00000172878,ENST00000315796
4837,METAP1D,ENSG00000172878,ENST00000468537
4838,EVX2,ENSG00000174279,ENST00000308618
4839,,,ENSR00001941390
4840,PRKRA,ENSG00000180228,ENST00000448279
4841,DFNB59,ENSG00000204311,ENST00000375129
4842,DFNB59,ENSG00000204311,ENST00000444615
4843,DFNB59,ENSG00000204311,ENST00000437056
4844,AC009948.7,ENSG00000238082,ENST00000437039
4845,PRKRA,ENSG00000180228,ENST00000470200
4846,PRKRA,ENSG00000180228,ENST00000325748
4847,PRKRA,ENSG00000180228,ENST00000487082
4848,PRKRA,ENSG00000180228,ENST00000463882
4849,PRKRA,ENSG00000180228,ENST00000466165
4850,PRKRA,ENSG00000180228,ENST00000460433
