#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACSBG2	SLC27A1	9606.ENSP00000465589	9606.ENSP00000252595	0.053	0	0	0	0.060	0	0.216	0.339	0.477
ACSBG2	PECR	9606.ENSP00000465589	9606.ENSP00000265322	0	0	0	0	0.106	0.065	0.098	0.302	0.403
ACSBG2	PNPLA2	9606.ENSP00000465589	9606.ENSP00000337701	0	0	0	0	0.074	0	0.600	0.148	0.657
ACSBG2	ETFA	9606.ENSP00000465589	9606.ENSP00000452762	0.061	0	0	0	0.070	0	0.402	0	0.432
ACSBG2	PPT1	9606.ENSP00000465589	9606.ENSP00000493153	0	0	0	0	0.055	0	0.800	0.279	0.852
ACSM1	SLC27A1	9606.ENSP00000301956	9606.ENSP00000252595	0.051	0	0	0.580	0.291	0	0.187	0.153	0.474
ACSM1	CAPN9	9606.ENSP00000301956	9606.ENSP00000271971	0	0	0	0	0.049	0	0	0.453	0.457
ACSM1	DIP2C	9606.ENSP00000301956	9606.ENSP00000280886	0.051	0	0	0	0.291	0	0.187	0.103	0.443
ACSM1	METAP1D	9606.ENSP00000301956	9606.ENSP00000315152	0.078	0	0	0	0.086	0	0.344	0.131	0.455
ACSM3	ALDH1A2	9606.ENSP00000289416	9606.ENSP00000249750	0.041	0	0	0	0.258	0.053	0.185	0.113	0.424
ACSM3	SLC27A1	9606.ENSP00000289416	9606.ENSP00000252595	0.051	0	0	0.569	0.291	0	0.187	0.197	0.502
ACSM3	DIP2C	9606.ENSP00000289416	9606.ENSP00000280886	0.051	0	0	0	0.291	0	0.187	0.103	0.443
ACSM3	CRAT	9606.ENSP00000289416	9606.ENSP00000315013	0	0	0	0	0.189	0	0	0.306	0.413
ACSM3	METAP1D	9606.ENSP00000289416	9606.ENSP00000315152	0.078	0	0	0	0.088	0	0.344	0.131	0.457
ACSM3	ALDH9A1	9606.ENSP00000289416	9606.ENSP00000346827	0.041	0	0	0	0.207	0.053	0.185	0.245	0.476
ACSM3	HMGCL	9606.ENSP00000289416	9606.ENSP00000363614	0.060	0	0	0	0.133	0	0.215	0.301	0.493
ACSM3	ECHDC2	9606.ENSP00000289416	9606.ENSP00000360577	0.045	0	0	0	0.191	0	0.188	0.295	0.499
ACTA2	MYH9	9606.ENSP00000224784	9606.ENSP00000216181	0	0	0	0	0.115	0.368	0.900	0.265	0.953
ACTA2	FBLN1	9606.ENSP00000224784	9606.ENSP00000331544	0	0	0	0	0.096	0.103	0	0.323	0.403
ACTA2	GSN	9606.ENSP00000224784	9606.ENSP00000362924	0	0	0	0	0.126	0.178	0	0.263	0.425
ACTA2	LHCGR	9606.ENSP00000224784	9606.ENSP00000294954	0	0	0	0	0.052	0	0	0.420	0.426
ACTA2	KAT2B	9606.ENSP00000224784	9606.ENSP00000263754	0	0.029	0	0	0	0.067	0.400	0.068	0.432
ACTA2	CDH1	9606.ENSP00000224784	9606.ENSP00000261769	0	0	0	0	0.061	0.069	0	0.404	0.434
ACTA2	CSPG4	9606.ENSP00000224784	9606.ENSP00000312506	0	0	0	0	0.070	0	0	0.419	0.436
ACTA2	IQGAP1	9606.ENSP00000224784	9606.ENSP00000268182	0	0	0	0	0.054	0.138	0	0.408	0.475
ACTA2	MYH13	9606.ENSP00000224784	9606.ENSP00000404570	0	0	0	0	0.084	0.412	0	0.111	0.479
ACTA2	TTN	9606.ENSP00000224784	9606.ENSP00000467141	0	0	0	0	0.061	0.379	0	0.217	0.504
ACTA2	TGFB2	9606.ENSP00000224784	9606.ENSP00000355896	0	0	0	0	0.075	0	0	0.524	0.542
ACTA2	COL5A2	9606.ENSP00000224784	9606.ENSP00000364000	0	0	0	0	0.138	0.101	0	0.461	0.546
ACTA2	RASAL1	9606.ENSP00000224784	9606.ENSP00000450244	0	0	0	0	0	0	0	0.548	0.548
ACTA2	COL5A1	9606.ENSP00000224784	9606.ENSP00000360882	0	0	0	0	0.145	0.101	0	0.519	0.598
ACTA2	TLN1	9606.ENSP00000224784	9606.ENSP00000316029	0	0	0	0	0.083	0.071	0.500	0.232	0.629
ACTA2	FBN1	9606.ENSP00000224784	9606.ENSP00000325527	0	0	0	0	0.114	0.103	0	0.677	0.721
ACTA2	COL1A1	9606.ENSP00000224784	9606.ENSP00000225964	0	0	0	0	0.270	0.101	0	0.899	0.928
ADAMTS1	KLHL18	9606.ENSP00000284984	9606.ENSP00000232766	0	0	0	0	0.057	0	0	0.390	0.400
ADAMTS1	TIMP3	9606.ENSP00000284984	9606.ENSP00000266085	0	0	0	0	0.117	0	0	0.594	0.626
ADAMTS1	FBN1	9606.ENSP00000284984	9606.ENSP00000325527	0	0	0	0	0.125	0.046	0	0.350	0.410
ADAMTS1	WDR4	9606.ENSP00000284984	9606.ENSP00000381266	0	0	0	0	0.044	0	0	0.424	0.425
ADAMTS1	CD36	9606.ENSP00000284984	9606.ENSP00000415743	0	0	0	0	0.044	0	0	0.430	0.432
ADAMTS1	COL12A1	9606.ENSP00000284984	9606.ENSP00000325146	0	0	0	0	0.133	0.068	0	0.386	0.461
ADAMTS1	FBLN2	9606.ENSP00000284984	9606.ENSP00000384169	0	0	0	0	0.086	0.046	0	0.513	0.538
ADAMTS1	FBLN1	9606.ENSP00000284984	9606.ENSP00000331544	0	0	0	0	0.097	0.046	0	0.652	0.674
ADAMTS13	C5	9606.ENSP00000360997	9606.ENSP00000223642	0	0	0	0	0.103	0	0	0.446	0.481
ADAMTS13	ST8SIA2	9606.ENSP00000360997	9606.ENSP00000268164	0	0	0	0	0.044	0	0	0.476	0.477
ADAMTS13	BMP1	9606.ENSP00000360997	9606.ENSP00000305714	0	0	0	0	0.062	0	0	0.583	0.592
ADAMTS13	ITGAL	9606.ENSP00000360997	9606.ENSP00000349252	0	0	0	0	0	0	0	0.409	0.408
ADAMTS13	COL5A1	9606.ENSP00000360997	9606.ENSP00000360882	0	0	0	0	0.042	0.068	0	0.424	0.441
ADAMTS13	OBSCN	9606.ENSP00000360997	9606.ENSP00000455507	0	0	0	0	0.074	0	0	0.384	0.405
ADAMTS13	ITGAM	9606.ENSP00000360997	9606.ENSP00000496959	0	0	0	0	0	0	0	0.417	0.416
ADGRE5	CD14	9606.ENSP00000242786	9606.ENSP00000385519	0	0	0	0	0.084	0	0	0.411	0.437
ADGRE5	ITGAM	9606.ENSP00000242786	9606.ENSP00000496959	0	0	0	0	0.121	0	0	0.522	0.562
ADGRE5	GNA12	9606.ENSP00000242786	9606.ENSP00000275364	0	0	0	0	0.042	0.156	0	0.786	0.811
AFF1	KNL1	9606.ENSP00000378578	9606.ENSP00000335463	0	0	0	0	0.048	0	0	0.444	0.448
AFF1	MEN1	9606.ENSP00000378578	9606.ENSP00000337088	0	0	0	0	0.061	0.071	0	0.479	0.505
AFF1	NUP214	9606.ENSP00000378578	9606.ENSP00000352400	0	0	0	0	0.049	0.126	0	0.390	0.449
AFF1	EPS15	9606.ENSP00000378578	9606.ENSP00000360798	0	0	0	0	0.085	0.046	0	0.559	0.582
AFF1	ARID1B	9606.ENSP00000378578	9606.ENSP00000490491	0	0	0	0	0.060	0	0	0.404	0.416
AFF1	KMT2B	9606.ENSP00000378578	9606.ENSP00000398837	0	0	0	0	0.076	0.125	0	0.481	0.544
AFF1	NSD1	9606.ENSP00000378578	9606.ENSP00000395929	0	0	0	0	0.108	0.354	0	0.312	0.569
AFF1	DOT1L	9606.ENSP00000378578	9606.ENSP00000381657	0	0	0	0	0.049	0.292	0	0.933	0.951
AFG1L	YME1L1	9606.ENSP00000357973	9606.ENSP00000318480	0	0	0	0	0	0.070	0	0.536	0.550
AFG1L	KCNQ2	9606.ENSP00000357973	9606.ENSP00000352035	0	0	0	0	0	0	0	0.431	0.431
AFP	CDH1	9606.ENSP00000379138	9606.ENSP00000261769	0	0	0	0	0.042	0	0	0.534	0.535
AFP	G6PC3	9606.ENSP00000379138	9606.ENSP00000269097	0	0	0	0	0.055	0	0	0.401	0.409
AFP	CSH1	9606.ENSP00000379138	9606.ENSP00000316416	0	0	0	0	0.042	0	0	0.506	0.506
AFP	LPA	9606.ENSP00000379138	9606.ENSP00000321334	0	0	0	0	0.584	0.052	0	0.132	0.628
AFP	FAM20C	9606.ENSP00000379138	9606.ENSP00000322323	0	0	0	0	0.056	0	0.500	0.042	0.508
AFP	SERPINA7	9606.ENSP00000379138	9606.ENSP00000329374	0	0	0	0	0.426	0.065	0	0.503	0.710
AFP	WT1	9606.ENSP00000379138	9606.ENSP00000368370	0	0	0	0	0.062	0	0	0.569	0.578
AFP	CD274	9606.ENSP00000379138	9606.ENSP00000370989	0	0	0	0	0	0	0	0.509	0.509
AFP	ALPP	9606.ENSP00000379138	9606.ENSP00000375881	0	0	0	0	0	0	0	0.697	0.697
AFP	HNF1A	9606.ENSP00000379138	9606.ENSP00000438804	0	0	0	0	0.056	0	0	0.489	0.497
AFP	NCAM1	9606.ENSP00000379138	9606.ENSP00000480132	0	0	0	0	0	0	0	0.507	0.507
AFP	PMEL	9606.ENSP00000379138	9606.ENSP00000402758	0	0	0	0	0.426	0	0	0.203	0.522
AGBL4	CCPG1	9606.ENSP00000360905	9606.ENSP00000403400	0	0	0	0	0	0	0	0.506	0.506
AGO4	HSD17B10	9606.ENSP00000362306	9606.ENSP00000168216	0	0	0	0	0	0	0.720	0	0.720
AGO4	KAT2B	9606.ENSP00000362306	9606.ENSP00000263754	0	0	0	0	0.068	0	0.500	0.075	0.531
AGO4	LIMD1	9606.ENSP00000362306	9606.ENSP00000273317	0	0	0	0	0.060	0.292	0.720	0.126	0.815
AGO4	H2BC5	9606.ENSP00000362306	9606.ENSP00000289316	0	0.005	0	0	0	0	0.500	0.106	0.533
AGO4	KMT2D	9606.ENSP00000362306	9606.ENSP00000301067	0	0	0	0	0.068	0	0.400	0.080	0.441
AGO4	SUZ12	9606.ENSP00000362306	9606.ENSP00000316578	0	0	0	0	0.049	0	0.500	0.094	0.531
AGO4	PRKRA	9606.ENSP00000362306	9606.ENSP00000318176	0	0	0	0	0	0.250	0.720	0.369	0.856
AGO4	WDR5	9606.ENSP00000362306	9606.ENSP00000351446	0	0	0	0	0.049	0.045	0.400	0.128	0.461
AGO4	DNMT1	9606.ENSP00000362306	9606.ENSP00000352516	0	0	0	0	0	0	0	0.439	0.439
AGO4	PHGDH	9606.ENSP00000362306	9606.ENSP00000493382	0	0	0	0	0.056	0	0	0.393	0.403
AGO4	SIN3A	9606.ENSP00000362306	9606.ENSP00000378402	0	0	0	0	0.081	0	0.400	0.065	0.439
AGO4	KMT2B	9606.ENSP00000362306	9606.ENSP00000398837	0	0	0	0	0.078	0.069	0.400	0.087	0.467
AGO4	NR1H3	9606.ENSP00000362306	9606.ENSP00000477707	0	0	0	0	0.074	0	0.500	0.074	0.533
AGO4	RPP38	9606.ENSP00000362306	9606.ENSP00000478982	0	0	0	0	0.056	0	0.720	0.051	0.727
AGO4	TNRC6B	9606.ENSP00000362306	9606.ENSP00000401946	0	0	0	0	0.067	0.694	0.400	0.669	0.935
AGXT	ALDH1A2	9606.ENSP00000302620	9606.ENSP00000249750	0	0	0	0	0.122	0.092	0.287	0.164	0.461
AGXT	ALDH1L2	9606.ENSP00000302620	9606.ENSP00000258494	0	0	0	0	0.109	0.086	0.287	0.164	0.449
AGXT	HAL	9606.ENSP00000302620	9606.ENSP00000261208	0	0	0	0	0.311	0	0	0.380	0.555
AGXT	C9	9606.ENSP00000302620	9606.ENSP00000263408	0	0	0	0	0.437	0	0	0	0.437
AGXT	KAT2B	9606.ENSP00000302620	9606.ENSP00000263754	0	0	0	0	0	0	0	0.981	0.981
AGXT	RPS27A	9606.ENSP00000302620	9606.ENSP00000272317	0	0	0	0	0	0.069	0.500	0.091	0.539
AGXT	FBXO21	9606.ENSP00000302620	9606.ENSP00000328187	0	0	0	0	0.110	0	0	0.407	0.449
AGXT	ALDH9A1	9606.ENSP00000302620	9606.ENSP00000346827	0	0	0	0	0.117	0.092	0.287	0.178	0.467
AGXT	HMGCL	9606.ENSP00000302620	9606.ENSP00000363614	0.058	0	0	0	0.044	0	0	0.468	0.479
AGXT	UBASH3A	9606.ENSP00000302620	9606.ENSP00000317327	0.101	0	0	0	0.059	0	0.449	0.081	0.514
AGXT	ALDH7A1	9606.ENSP00000302620	9606.ENSP00000387123	0	0	0	0	0.109	0.109	0.287	0.270	0.532
AGXT	LPA	9606.ENSP00000302620	9606.ENSP00000321334	0	0	0	0	0.605	0	0	0	0.605
AGXT	ALDH4A1	9606.ENSP00000302620	9606.ENSP00000364490	0	0	0	0	0.139	0.086	0.287	0.381	0.606
AGXT	ALPP	9606.ENSP00000302620	9606.ENSP00000375881	0	0	0	0	0.044	0	0.581	0.107	0.611
AGXT	SGF29	9606.ENSP00000302620	9606.ENSP00000316114	0	0	0	0	0	0	0	0.626	0.626
AGXT	MAT1A	9606.ENSP00000302620	9606.ENSP00000361287	0.070	0	0	0	0.320	0	0.653	0.209	0.803
AGXT	PHGDH	9606.ENSP00000302620	9606.ENSP00000493382	0.115	0	0	0	0.148	0	0.673	0.444	0.844
AGXT	SARDH	9606.ENSP00000302620	9606.ENSP00000360938	0.049	0	0	0	0.229	0	0.917	0.400	0.959
AGXT	PEX5	9606.ENSP00000302620	9606.ENSP00000391601	0	0	0	0	0	0.958	0.500	0.469	0.988
AHDC1	CDRT1	9606.ENSP00000363123	9606.ENSP00000379242	0	0	0	0	0	0	0	0.402	0.402
AHNAK2	MUC17	9606.ENSP00000353114	9606.ENSP00000302716	0	0	0	0	0.055	0.132	0	0.409	0.473
AHNAK2	SYNE1	9606.ENSP00000353114	9606.ENSP00000356224	0	0	0	0	0.055	0.070	0	0.381	0.409
AHNAK2	OBSCN	9606.ENSP00000353114	9606.ENSP00000455507	0	0	0	0	0.042	0.074	0	0.401	0.423
AK2	HSD17B10	9606.ENSP00000499935	9606.ENSP00000168216	0	0	0	0	0.113	0	0	0.440	0.482
AK2	POLR1A	9606.ENSP00000499935	9606.ENSP00000263857	0.061	0	0	0	0.352	0.069	0	0.139	0.447
AK2	PDE11A	9606.ENSP00000499935	9606.ENSP00000286063	0	0	0	0	0	0	0.650	0.204	0.709
AK2	MRPL4	9606.ENSP00000499935	9606.ENSP00000306902	0.058	0	0	0	0.426	0	0	0.154	0.502
AK2	PDE4D	9606.ENSP00000499935	9606.ENSP00000345502	0	0	0	0	0	0	0.650	0.157	0.692
AK2	MT-ATP6	9606.ENSP00000499935	9606.ENSP00000354632	0.070	0	0	0	0.293	0	0.402	0.102	0.599
AK2	ECHDC2	9606.ENSP00000499935	9606.ENSP00000360577	0	0	0	0	0.056	0	0	0.420	0.429
AK2	MRPL2	9606.ENSP00000499935	9606.ENSP00000373404	0.058	0	0	0	0.409	0	0	0.154	0.488
AK2	RPS9	9606.ENSP00000499935	9606.ENSP00000375632	0.061	0	0	0	0.406	0	0	0.164	0.493
AK2	PDE1C	9606.ENSP00000499935	9606.ENSP00000379496	0	0	0	0	0	0	0.650	0.166	0.695
AK2	H7C0C1_HUMAN	9606.ENSP00000499935	9606.ENSP00000394107	0	0	0	0	0.332	0	0.287	0.161	0.565
AK2	RPL10	9606.ENSP00000499935	9606.ENSP00000413436	0.057	0	0	0	0.387	0	0	0.116	0.445
AK2	RPL7L1	9606.ENSP00000499935	9606.ENSP00000418221	0.057	0	0	0	0.400	0	0	0.071	0.428
AK2	RPL23	9606.ENSP00000499935	9606.ENSP00000420311	0.091	0	0	0	0.602	0.057	0	0.199	0.690
AK2	CUL7	9606.ENSP00000499935	9606.ENSP00000438788	0.058	0	0	0	0.400	0	0	0.154	0.480
AK2	ENPP1	9606.ENSP00000499935	9606.ENSP00000498074	0	0	0	0	0.064	0	0.900	0.112	0.909
AKAP9	NKTR	9606.ENSP00000348573	9606.ENSP00000232978	0	0	0	0	0.358	0.091	0	0.193	0.489
AKAP9	HAUS2	9606.ENSP00000348573	9606.ENSP00000260372	0	0	0	0	0	0	0.500	0.057	0.508
AKAP9	CACNB2	9606.ENSP00000348573	9606.ENSP00000320025	0	0	0	0	0.049	0	0	0.452	0.457
AKAP9	CLASP2	9606.ENSP00000348573	9606.ENSP00000327760	0	0	0	0	0.067	0.191	0	0.375	0.487
AKAP9	CAV3	9606.ENSP00000348573	9606.ENSP00000341940	0	0	0	0	0.059	0	0	0.756	0.760
AKAP9	PDE4D	9606.ENSP00000348573	9606.ENSP00000345502	0	0	0	0	0.042	0	0	0.809	0.809
AKAP9	NOS1AP	9606.ENSP00000348573	9606.ENSP00000355133	0	0	0	0	0	0	0	0.439	0.439
AKAP9	KIFC3	9606.ENSP00000348573	9606.ENSP00000442008	0	0	0	0	0.104	0.094	0	0.369	0.443
AKAP9	ALDH7A1	9606.ENSP00000348573	9606.ENSP00000387123	0	0	0	0	0.086	0.053	0.098	0.378	0.450
AKAP9	RYR2	9606.ENSP00000348573	9606.ENSP00000355533	0	0	0	0	0	0	0	0.478	0.478
AKAP9	SCN1B	9606.ENSP00000348573	9606.ENSP00000396915	0	0	0	0	0	0.051	0	0.478	0.483
AKAP9	TNIK	9606.ENSP00000348573	9606.ENSP00000399511	0	0	0	0	0.067	0.362	0	0.399	0.611
AKAP9	SYNE1	9606.ENSP00000348573	9606.ENSP00000356224	0	0	0	0	0.093	0.053	0	0.631	0.656
AKAP9	PCNT	9606.ENSP00000348573	9606.ENSP00000352572	0	0	0	0.563	0.060	0.475	0	0.679	0.827
AKNA	ITGAL	9606.ENSP00000303769	9606.ENSP00000349252	0	0	0	0	0.362	0	0	0.103	0.404
AKNA	CD1C	9606.ENSP00000303769	9606.ENSP00000357152	0	0	0	0	0.107	0	0	0.548	0.579
ALDH1A2	ISL1	9606.ENSP00000249750	9606.ENSP00000230658	0	0	0	0	0.044	0	0	0.517	0.519
ALDH1A2	EVX2	9606.ENSP00000249750	9606.ENSP00000312385	0	0	0	0	0	0	0	0.448	0.448
ALDH1A2	WT1	9606.ENSP00000249750	9606.ENSP00000368370	0	0	0	0	0.097	0.071	0	0.536	0.577
ALDH1A2	ITGAE	9606.ENSP00000249750	9606.ENSP00000263087	0	0	0	0	0.055	0	0	0.576	0.582
ALDH1A2	CRABP2	9606.ENSP00000249750	9606.ENSP00000482841	0	0	0	0	0.052	0	0	0.581	0.586
ALDH1A2	CYP2A6	9606.ENSP00000249750	9606.ENSP00000301141	0	0	0	0	0.057	0.045	0.910	0.072	0.914
ALDH1A2	CYP2B6	9606.ENSP00000249750	9606.ENSP00000324648	0	0	0	0	0.057	0.045	0.910	0.086	0.916
ALDH1A2	CYP2S1	9606.ENSP00000249750	9606.ENSP00000308032	0	0	0	0	0.057	0.045	0.910	0.165	0.923
ALDH1A2	BCO1	9606.ENSP00000249750	9606.ENSP00000258168	0	0	0	0	0.086	0	0.900	0.503	0.950
ALDH1L2	PHGDH	9606.ENSP00000258494	9606.ENSP00000493382	0.048	0	0	0	0.114	0.104	0.218	0.334	0.535
ALDH4A1	TIGAR	9606.ENSP00000364490	9606.ENSP00000179259	0	0	0	0	0.055	0.056	0.172	0.478	0.563
